Year,State Name,SEA Education Environment,SEA Disability Category,Age 5 (School Age)-11,Age 12-17,Age 18-21,Age 5 (School Age)-21
2021,Nebraska,Home,Other health impairment,-,-,-,-
2021,Nebraska,Homebound/Hospital,Other health impairment,15,27,5,47
2021,Nebraska,Inside regular class 40% through 79% of the day,Other health impairment,204,344,33,581
2021,Nebraska,Inside regular class 80% or more of the day,Other health impairment,2088,3409,199,5696
2021,Nebraska,Inside regular class less than 40% of the day,Other health impairment,140,181,48,369
2021,Nebraska,Parentally Placed in Private Schools,Other health impairment,100,101,3,204
2021,Nebraska,"Residential Facility, Early Childhood",Other health impairment,-,-,-,-
2021,Nebraska,"Residential Facility, School Age",Other health impairment,0,4,1,5
2021,Nebraska,Separate Class,Other health impairment,-,-,-,-
2021,Nebraska,"Separate School, Early Childhood",Other health impairment,-,-,-,-
2021,Nebraska,"Separate School, School Age",Other health impairment,28,57,18,103
2021,Nebraska,Service Provider Location,Other health impairment,-,-,-,-
2021,Nebraska,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Other health impairment,-,-,-,-
2021,Nebraska,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Other health impairment,-,-,-,-
2021,Nebraska,Services in Regular Early Childhood Program (attend at least 10 hours),Other health impairment,-,-,-,-
2021,Nebraska,Services in Regular Early Childhood Program (attend less than 10 hours),Other health impairment,-,-,-,-
2021,Nebraska,"Total, Early Childhood",Other health impairment,-,-,-,-
2021,Nebraska,"Total, School Age",Other health impairment,2575,4127,307,7009
2021,Nebraska,Correctional Facilities,Specific learning disability,0,3,0,3
2021,Nebraska,Home,Specific learning disability,-,-,-,-
2021,Nebraska,Homebound/Hospital,Specific learning disability,0,4,0,4
2021,Nebraska,Inside regular class 40% through 79% of the day,Specific learning disability,320,725,39,1084
2021,Nebraska,Inside regular class 80% or more of the day,Specific learning disability,5700,8065,363,14128
2021,Nebraska,Inside regular class less than 40% of the day,Specific learning disability,44,94,23,161
2021,Nebraska,Parentally Placed in Private Schools,Specific learning disability,312,259,9,580
2021,Nebraska,"Residential Facility, Early Childhood",Specific learning disability,-,-,-,-
2021,Nebraska,"Residential Facility, School Age",Specific learning disability,0,7,0,7
2021,Nebraska,Separate Class,Specific learning disability,-,-,-,-
2021,Nebraska,"Separate School, Early Childhood",Specific learning disability,-,-,-,-
2021,Nebraska,"Separate School, School Age",Specific learning disability,7,10,6,23
2021,Nebraska,Service Provider Location,Specific learning disability,-,-,-,-
2021,Nebraska,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Specific learning disability,-,-,-,-
2021,Nebraska,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Specific learning disability,-,-,-,-
2021,Nebraska,Services in Regular Early Childhood Program (attend at least 10 hours),Specific learning disability,-,-,-,-
2021,Nebraska,Services in Regular Early Childhood Program (attend less than 10 hours),Specific learning disability,-,-,-,-
2021,Nebraska,"Total, Early Childhood",Specific learning disability,-,-,-,-
2021,Nebraska,"Total, School Age",Specific learning disability,6383,9167,440,15990
2021,Nebraska,Correctional Facilities,Speech or language impairment,0,1,0,1
2021,Nebraska,Home,Speech or language impairment,-,-,-,-
2021,Nebraska,Homebound/Hospital,Speech or language impairment,1,0,0,1
2021,Nebraska,Inside regular class 40% through 79% of the day,Speech or language impairment,68,74,1,143
2021,Nebraska,Inside regular class 80% or more of the day,Speech or language impairment,7303,1350,43,8696
2021,Nebraska,Inside regular class less than 40% of the day,Speech or language impairment,50,17,3,70
2021,Nebraska,Parentally Placed in Private Schools,Speech or language impairment,860,101,0,961
2021,Nebraska,"Residential Facility, Early Childhood",Speech or language impairment,-,-,-,-
2021,Nebraska,"Residential Facility, School Age",Speech or language impairment,1,0,0,1
2021,Nebraska,Separate Class,Speech or language impairment,-,-,-,-
2021,Nebraska,"Separate School, Early Childhood",Speech or language impairment,-,-,-,-
2021,Nebraska,"Separate School, School Age",Speech or language impairment,25,2,0,27
2021,Nebraska,Service Provider Location,Speech or language impairment,-,-,-,-
2021,Nebraska,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Speech or language impairment,-,-,-,-
2021,Nebraska,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Speech or language impairment,-,-,-,-
2021,Nebraska,Services in Regular Early Childhood Program (attend at least 10 hours),Speech or language impairment,-,-,-,-
2021,Nebraska,Services in Regular Early Childhood Program (attend less than 10 hours),Speech or language impairment,-,-,-,-
2021,Nebraska,"Total, Early Childhood",Speech or language impairment,-,-,-,-
2021,Nebraska,"Total, School Age",Speech or language impairment,8308,1545,47,9900
2021,Nebraska,Correctional Facilities,Traumatic brain injury,0,0,0,0
2021,Nebraska,Home,Traumatic brain injury,-,-,-,-
2021,Nebraska,Homebound/Hospital,Traumatic brain injury,2,2,3,7
2021,Nebraska,Inside regular class 40% through 79% of the day,Traumatic brain injury,4,14,0,18
2021,Nebraska,Inside regular class 80% or more of the day,Traumatic brain injury,43,62,9,114
2021,Nebraska,Inside regular class less than 40% of the day,Traumatic brain injury,5,9,5,19
2021,Nebraska,Parentally Placed in Private Schools,Traumatic brain injury,2,2,1,5
2021,Nebraska,"Residential Facility, Early Childhood",Traumatic brain injury,-,-,-,-
2021,Nebraska,"Residential Facility, School Age",Traumatic brain injury,0,0,0,0
2021,Nebraska,Separate Class,Traumatic brain injury,-,-,-,-
2021,Nebraska,"Separate School, Early Childhood",Traumatic brain injury,-,-,-,-
2021,Nebraska,"Separate School, School Age",Traumatic brain injury,2,2,2,6
2021,Nebraska,Service Provider Location,Traumatic brain injury,-,-,-,-
2021,Nebraska,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Traumatic brain injury,-,-,-,-
2021,Nebraska,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Traumatic brain injury,-,-,-,-
2021,Nebraska,Services in Regular Early Childhood Program (attend at least 10 hours),Traumatic brain injury,-,-,-,-
2021,Nebraska,Services in Regular Early Childhood Program (attend less than 10 hours),Traumatic brain injury,-,-,-,-
2021,Nebraska,"Total, Early Childhood",Traumatic brain injury,-,-,-,-
2021,Nebraska,"Total, School Age",Traumatic brain injury,58,91,20,169
2021,Nebraska,Correctional Facilities,Visual impairment,0,0,0,0
2021,Nebraska,Home,Visual impairment,-,-,-,-
2021,Nebraska,Homebound/Hospital,Visual impairment,1,0,0,1
2021,Nebraska,Inside regular class 40% through 79% of the day,Visual impairment,2,8,0,10
2021,Nebraska,Inside regular class 80% or more of the day,Visual impairment,62,73,5,140
2021,Nebraska,Inside regular class less than 40% of the day,Visual impairment,1,0,1,2
2021,Nebraska,Parentally Placed in Private Schools,Visual impairment,7,4,0,11
2021,Nebraska,"Residential Facility, Early Childhood",Visual impairment,-,-,-,-
2021,Nebraska,"Residential Facility, School Age",Visual impairment,0,0,0,0
2021,Nebraska,Separate Class,Visual impairment,-,-,-,-
2021,Nebraska,"Separate School, Early Childhood",Visual impairment,-,-,-,-
2021,Nebraska,"Separate School, School Age",Visual impairment,0,1,0,1
2021,Nebraska,Service Provider Location,Visual impairment,-,-,-,-
2021,Nebraska,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Visual impairment,-,-,-,-
2021,Nebraska,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Visual impairment,-,-,-,-
2021,Nebraska,Services in Regular Early Childhood Program (attend at least 10 hours),Visual impairment,-,-,-,-
2021,Nebraska,Services in Regular Early Childhood Program (attend less than 10 hours),Visual impairment,-,-,-,-
2021,Nebraska,"Total, Early Childhood",Visual impairment,-,-,-,-
2021,Nebraska,"Total, School Age",Visual impairment,73,86,6,165
2021,Nevada,Correctional Facilities,All Disabilities,0,57,41,98
2021,Nevada,Home,All Disabilities,-,-,-,-
2021,Nevada,Homebound/Hospital,All Disabilities,83,66,15,164
2021,Nevada,Inside regular class 40% through 79% of the day,All Disabilities,3781,7673,501,11955
2021,Nevada,Inside regular class 80% or more of the day,All Disabilities,20153,15085,887,36125
2021,Nevada,Inside regular class less than 40% of the day,All Disabilities,5391,3040,692,9123
2021,Nevada,Parentally Placed in Private Schools,All Disabilities,88,12,0,100
2021,Nevada,"Residential Facility, Early Childhood",All Disabilities,-,-,-,-
2021,Nevada,"Residential Facility, School Age",All Disabilities,0,7,0,7
2021,Nevada,Separate Class,All Disabilities,-,-,-,-
2021,Nevada,"Separate School, Early Childhood",All Disabilities,-,-,-,-
2021,Nevada,"Separate School, School Age",All Disabilities,136,309,109,554
2021,Nevada,Service Provider Location,All Disabilities,-,-,-,-
2021,Nevada,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),All Disabilities,-,-,-,-
2021,Nevada,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),All Disabilities,-,-,-,-
2021,Nevada,Services in Regular Early Childhood Program (attend at least 10 hours),All Disabilities,-,-,-,-
2021,Nevada,Services in Regular Early Childhood Program (attend less than 10 hours),All Disabilities,-,-,-,-
2021,Nevada,"Total, Early Childhood",All Disabilities,-,-,-,-
2021,Nevada,"Total, School Age",All Disabilities,29632,26249,2245,58126
2021,Nevada,Correctional Facilities,Autism,0,0,0,0
2021,Nevada,Home,Autism,-,-,-,-
2021,Nevada,Homebound/Hospital,Autism,4,3,0,7
2021,Nevada,Inside regular class 40% through 79% of the day,Autism,741,887,91,1719
2021,Nevada,Inside regular class 80% or more of the day,Autism,1638,1460,65,3163
2021,Nevada,Inside regular class less than 40% of the day,Autism,2664,962,233,3859
2021,Nevada,Parentally Placed in Private Schools,Autism,6,4,0,10
2021,Nevada,"Residential Facility, Early Childhood",Autism,-,-,-,-
2021,Nevada,"Residential Facility, School Age",Autism,0,1,0,1
2021,Nevada,Separate Class,Autism,-,-,-,-
2021,Nevada,"Separate School, Early Childhood",Autism,-,-,-,-
2021,Nevada,"Separate School, School Age",Autism,32,54,20,106
2021,Nevada,Service Provider Location,Autism,-,-,-,-
2021,Nevada,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Autism,-,-,-,-
2021,Nevada,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Autism,-,-,-,-
2021,Nevada,Services in Regular Early Childhood Program (attend at least 10 hours),Autism,-,-,-,-
2021,Nevada,Services in Regular Early Childhood Program (attend less than 10 hours),Autism,-,-,-,-
2021,Nevada,"Total, Early Childhood",Autism,-,-,-,-
2021,Nevada,"Total, School Age",Autism,5085,3371,409,8865
2021,Nevada,Correctional Facilities,Deaf-blindness,0,0,0,0
2021,Nevada,Home,Deaf-blindness,-,-,-,-
2021,Nevada,Homebound/Hospital,Deaf-blindness,0,0,0,0
2021,Nevada,Inside regular class 40% through 79% of the day,Deaf-blindness,1,0,0,1
2021,Nevada,Inside regular class 80% or more of the day,Deaf-blindness,1,2,0,3
2021,Nevada,Inside regular class less than 40% of the day,Deaf-blindness,1,1,1,3
2021,Nevada,Parentally Placed in Private Schools,Deaf-blindness,0,0,0,0
2021,Nevada,"Residential Facility, Early Childhood",Deaf-blindness,-,-,-,-
2021,Nevada,"Residential Facility, School Age",Deaf-blindness,0,0,0,0
2021,Nevada,Separate Class,Deaf-blindness,-,-,-,-
2021,Nevada,"Separate School, Early Childhood",Deaf-blindness,-,-,-,-
2021,Nevada,"Separate School, School Age",Deaf-blindness,0,0,0,0
2021,Nevada,Service Provider Location,Deaf-blindness,-,-,-,-
2021,Nevada,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Deaf-blindness,-,-,-,-
2021,Nevada,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Deaf-blindness,-,-,-,-
2021,Nevada,Services in Regular Early Childhood Program (attend at least 10 hours),Deaf-blindness,-,-,-,-
2021,Nevada,Services in Regular Early Childhood Program (attend less than 10 hours),Deaf-blindness,-,-,-,-
2021,Nevada,"Total, Early Childhood",Deaf-blindness,-,-,-,-
2021,Nevada,"Total, School Age",Deaf-blindness,3,3,1,7
2021,Nevada,Correctional Facilities,Developmental delay,0,-,-,0
2021,Nevada,Home,Developmental delay,-,-,-,-
2021,Nevada,Homebound/Hospital,Developmental delay,0,-,-,0
2021,Nevada,Inside regular class 40% through 79% of the day,Developmental delay,77,-,-,77
2021,Nevada,Inside regular class 80% or more of the day,Developmental delay,1580,-,-,1580
2021,Nevada,Inside regular class less than 40% of the day,Developmental delay,271,-,-,271
2021,Nevada,Parentally Placed in Private Schools,Developmental delay,4,-,-,4
2021,Nevada,"Residential Facility, Early Childhood",Developmental delay,-,-,-,-
2021,Nevada,"Residential Facility, School Age",Developmental delay,0,-,-,0
2021,Nevada,Separate Class,Developmental delay,-,-,-,-
2021,Nevada,"Separate School, Early Childhood",Developmental delay,-,-,-,-
2021,Nevada,"Separate School, School Age",Developmental delay,0,-,-,0
2021,Nevada,Service Provider Location,Developmental delay,-,-,-,-
2021,Nevada,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Developmental delay,-,-,-,-
2021,Nevada,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Developmental delay,-,-,-,-
2021,Nevada,Services in Regular Early Childhood Program (attend at least 10 hours),Developmental delay,-,-,-,-
2021,Nevada,Services in Regular Early Childhood Program (attend less than 10 hours),Developmental delay,-,-,-,-
2021,Nevada,"Total, Early Childhood",Developmental delay,-,-,-,-
2021,Nevada,"Total, School Age",Developmental delay,1932,-,-,1932
2021,Nevada,Correctional Facilities,Emotional disturbance,0,21,12,33
2021,Nevada,Home,Emotional disturbance,-,-,-,-
2021,Nevada,Homebound/Hospital,Emotional disturbance,0,7,1,8
2021,Nevada,Inside regular class 40% through 79% of the day,Emotional disturbance,97,312,25,434
2021,Nevada,Inside regular class 80% or more of the day,Emotional disturbance,269,516,54,839
2021,Nevada,Inside regular class less than 40% of the day,Emotional disturbance,252,188,16,456
2021,Nevada,Parentally Placed in Private Schools,Emotional disturbance,0,0,0,0
2021,Nevada,"Residential Facility, Early Childhood",Emotional disturbance,-,-,-,-
2021,Nevada,"Residential Facility, School Age",Emotional disturbance,0,4,0,4
2021,Nevada,Separate Class,Emotional disturbance,-,-,-,-
2021,Nevada,"Separate School, Early Childhood",Emotional disturbance,-,-,-,-
2021,Nevada,"Separate School, School Age",Emotional disturbance,13,60,6,79
2021,Nevada,Service Provider Location,Emotional disturbance,-,-,-,-
2021,Nevada,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Emotional disturbance,-,-,-,-
2021,Nevada,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Emotional disturbance,-,-,-,-
2021,Nevada,Services in Regular Early Childhood Program (attend at least 10 hours),Emotional disturbance,-,-,-,-
2021,Nevada,Services in Regular Early Childhood Program (attend less than 10 hours),Emotional disturbance,-,-,-,-
2021,Nevada,"Total, Early Childhood",Emotional disturbance,-,-,-,-
2021,Nevada,"Total, School Age",Emotional disturbance,631,1108,114,1853
2021,Nevada,Correctional Facilities,Hearing impairment,0,0,0,0
2021,Nevada,Home,Hearing impairment,-,-,-,-
2021,Nevada,Homebound/Hospital,Hearing impairment,0,0,0,0
2021,Nevada,Inside regular class 40% through 79% of the day,Hearing impairment,48,47,1,96
2021,Nevada,Inside regular class 80% or more of the day,Hearing impairment,145,143,8,296
2021,Nevada,Inside regular class less than 40% of the day,Hearing impairment,68,33,6,107
2021,Nevada,Parentally Placed in Private Schools,Hearing impairment,1,1,0,2
2021,Nevada,"Residential Facility, Early Childhood",Hearing impairment,-,-,-,-
2021,Nevada,"Residential Facility, School Age",Hearing impairment,0,0,0,0
2021,Nevada,Separate Class,Hearing impairment,-,-,-,-
2021,Nevada,"Separate School, Early Childhood",Hearing impairment,-,-,-,-
2021,Nevada,"Separate School, School Age",Hearing impairment,0,0,0,0
2021,Nevada,Service Provider Location,Hearing impairment,-,-,-,-
2021,Nevada,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Hearing impairment,-,-,-,-
2021,Nevada,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Hearing impairment,-,-,-,-
2021,Nevada,Services in Regular Early Childhood Program (attend at least 10 hours),Hearing impairment,-,-,-,-
2021,Nevada,Services in Regular Early Childhood Program (attend less than 10 hours),Hearing impairment,-,-,-,-
2021,Nevada,"Total, Early Childhood",Hearing impairment,-,-,-,-
2021,Nevada,"Total, School Age",Hearing impairment,262,224,15,501
2021,Nevada,Correctional Facilities,Intellectual disability,0,1,0,1
2021,Nevada,Home,Intellectual disability,-,-,-,-
2021,Nevada,Homebound/Hospital,Intellectual disability,12,7,2,21
2021,Nevada,Inside regular class 40% through 79% of the day,Intellectual disability,121,315,55,491
2021,Nevada,Inside regular class 80% or more of the day,Intellectual disability,95,82,12,189
2021,Nevada,Inside regular class less than 40% of the day,Intellectual disability,550,587,227,1364
2021,Nevada,Parentally Placed in Private Schools,Intellectual disability,0,0,0,0
2021,Nevada,"Residential Facility, Early Childhood",Intellectual disability,-,-,-,-
2021,Nevada,"Residential Facility, School Age",Intellectual disability,0,0,0,0
2021,Nevada,Separate Class,Intellectual disability,-,-,-,-
2021,Nevada,"Separate School, Early Childhood",Intellectual disability,-,-,-,-
2021,Nevada,"Separate School, School Age",Intellectual disability,7,25,10,42
2021,Nevada,Service Provider Location,Intellectual disability,-,-,-,-
2021,Nevada,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Intellectual disability,-,-,-,-
2021,Nevada,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Intellectual disability,-,-,-,-
2021,Nevada,Services in Regular Early Childhood Program (attend at least 10 hours),Intellectual disability,-,-,-,-
2021,Nevada,Services in Regular Early Childhood Program (attend less than 10 hours),Intellectual disability,-,-,-,-
2021,Nevada,"Total, Early Childhood",Intellectual disability,-,-,-,-
2021,Nevada,"Total, School Age",Intellectual disability,785,1017,306,2108
2021,Nevada,Correctional Facilities,Multiple disabilities,0,0,0,0
2021,Nevada,Home,Multiple disabilities,-,-,-,-
2021,Nevada,Homebound/Hospital,Multiple disabilities,31,23,5,59
2021,Nevada,Inside regular class 40% through 79% of the day,Multiple disabilities,40,88,25,153
2021,Nevada,Inside regular class 80% or more of the day,Multiple disabilities,17,16,5,38
2021,Nevada,Inside regular class less than 40% of the day,Multiple disabilities,225,256,96,577
2021,Nevada,Parentally Placed in Private Schools,Multiple disabilities,1,1,0,2
2021,Nevada,"Residential Facility, Early Childhood",Multiple disabilities,-,-,-,-
2021,Nevada,"Residential Facility, School Age",Multiple disabilities,0,0,0,0
2021,Nevada,Separate Class,Multiple disabilities,-,-,-,-
2021,Nevada,"Separate School, Early Childhood",Multiple disabilities,-,-,-,-
2021,Nevada,"Separate School, School Age",Multiple disabilities,74,146,71,291
2021,Nevada,Service Provider Location,Multiple disabilities,-,-,-,-
2021,Nevada,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Multiple disabilities,-,-,-,-
2021,Nevada,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Multiple disabilities,-,-,-,-
2021,Nevada,Services in Regular Early Childhood Program (attend at least 10 hours),Multiple disabilities,-,-,-,-
2021,Nevada,Services in Regular Early Childhood Program (attend less than 10 hours),Multiple disabilities,-,-,-,-
2021,Nevada,"Total, Early Childhood",Multiple disabilities,-,-,-,-
2021,Nevada,"Total, School Age",Multiple disabilities,388,530,202,1120
2021,Nevada,Correctional Facilities,Orthopedic impairment,0,0,0,0
2021,Nevada,Home,Orthopedic impairment,-,-,-,-
2021,Nevada,Homebound/Hospital,Orthopedic impairment,4,2,0,6
2021,Nevada,Inside regular class 40% through 79% of the day,Orthopedic impairment,15,24,1,40
2021,Nevada,Inside regular class 80% or more of the day,Orthopedic impairment,102,66,5,173
2021,Nevada,Inside regular class less than 40% of the day,Orthopedic impairment,50,18,6,74
2021,Nevada,Parentally Placed in Private Schools,Orthopedic impairment,1,0,0,1
2021,Nevada,"Residential Facility, Early Childhood",Orthopedic impairment,-,-,-,-
2021,Nevada,"Residential Facility, School Age",Orthopedic impairment,0,0,0,0
2021,Nevada,Separate Class,Orthopedic impairment,-,-,-,-
2021,Nevada,"Separate School, Early Childhood",Orthopedic impairment,-,-,-,-
2021,Nevada,"Separate School, School Age",Orthopedic impairment,1,0,0,1
2021,Nevada,Service Provider Location,Orthopedic impairment,-,-,-,-
2021,Nevada,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Orthopedic impairment,-,-,-,-
2021,Nevada,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Orthopedic impairment,-,-,-,-
2021,Nevada,Services in Regular Early Childhood Program (attend at least 10 hours),Orthopedic impairment,-,-,-,-
2021,Nevada,Services in Regular Early Childhood Program (attend less than 10 hours),Orthopedic impairment,-,-,-,-
2021,Nevada,"Total, Early Childhood",Orthopedic impairment,-,-,-,-
2021,Nevada,"Total, School Age",Orthopedic impairment,173,110,12,295
2021,Nevada,Correctional Facilities,Other health impairment,0,14,10,24
2021,Nevada,Home,Other health impairment,-,-,-,-
2021,Nevada,Homebound/Hospital,Other health impairment,24,12,4,40
2021,Nevada,Inside regular class 40% through 79% of the day,Other health impairment,448,910,61,1419
2021,Nevada,Inside regular class 80% or more of the day,Other health impairment,2025,2227,144,4396
2021,Nevada,Inside regular class less than 40% of the day,Other health impairment,383,218,38,639
2021,Nevada,Parentally Placed in Private Schools,Other health impairment,3,0,0,3
2021,Nevada,"Residential Facility, Early Childhood",Other health impairment,-,-,-,-
2021,Nevada,"Residential Facility, School Age",Other health impairment,0,2,0,2
2021,Nevada,Separate Class,Other health impairment,-,-,-,-
2021,Nevada,"Separate School, Early Childhood",Other health impairment,-,-,-,-
2021,Nevada,"Separate School, School Age",Other health impairment,7,19,2,28
2021,Nevada,Service Provider Location,Other health impairment,-,-,-,-
2021,Nevada,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Other health impairment,-,-,-,-
2021,Nevada,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Other health impairment,-,-,-,-
2021,Nevada,Services in Regular Early Childhood Program (attend at least 10 hours),Other health impairment,-,-,-,-
2021,Nevada,Services in Regular Early Childhood Program (attend less than 10 hours),Other health impairment,-,-,-,-
2021,Nevada,"Total, Early Childhood",Other health impairment,-,-,-,-
2021,Nevada,"Total, School Age",Other health impairment,2890,3402,259,6551
2021,Nevada,Correctional Facilities,Specific learning disability,0,21,19,40
2021,Nevada,Home,Specific learning disability,-,-,-,-
2021,Nevada,Homebound/Hospital,Specific learning disability,2,9,2,13
2021,Nevada,Inside regular class 40% through 79% of the day,Specific learning disability,2159,5045,238,7442
2021,Nevada,Inside regular class 80% or more of the day,Specific learning disability,6726,9876,588,17190
2021,Nevada,Inside regular class less than 40% of the day,Specific learning disability,879,753,57,1689
2021,Nevada,Parentally Placed in Private Schools,Specific learning disability,12,2,0,14
2021,Nevada,"Residential Facility, Early Childhood",Specific learning disability,-,-,-,-
2021,Nevada,"Residential Facility, School Age",Specific learning disability,0,0,0,0
2021,Nevada,Separate Class,Specific learning disability,-,-,-,-
2021,Nevada,"Separate School, Early Childhood",Specific learning disability,-,-,-,-
2021,Nevada,"Separate School, School Age",Specific learning disability,0,4,0,4
2021,Nevada,Service Provider Location,Specific learning disability,-,-,-,-
2021,Nevada,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Specific learning disability,-,-,-,-
2021,Nevada,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Specific learning disability,-,-,-,-
2021,Nevada,Services in Regular Early Childhood Program (attend at least 10 hours),Specific learning disability,-,-,-,-
2021,Nevada,Services in Regular Early Childhood Program (attend less than 10 hours),Specific learning disability,-,-,-,-
2021,Nevada,"Total, Early Childhood",Specific learning disability,-,-,-,-
2021,Nevada,"Total, School Age",Specific learning disability,9778,15710,904,26392
2021,Nevada,Correctional Facilities,Speech or language impairment,0,0,0,0
2021,Nevada,Home,Speech or language impairment,-,-,-,-
2021,Nevada,Homebound/Hospital,Speech or language impairment,5,1,0,6
2021,Nevada,Inside regular class 40% through 79% of the day,Speech or language impairment,17,9,0,26
2021,Nevada,Inside regular class 80% or more of the day,Speech or language impairment,7505,603,2,8110
2021,Nevada,Inside regular class less than 40% of the day,Speech or language impairment,12,4,0,16
2021,Nevada,Parentally Placed in Private Schools,Speech or language impairment,60,4,0,64
2021,Nevada,"Residential Facility, Early Childhood",Speech or language impairment,-,-,-,-
2021,Nevada,"Residential Facility, School Age",Speech or language impairment,0,0,0,0
2021,Nevada,Separate Class,Speech or language impairment,-,-,-,-
2021,Nevada,"Separate School, Early Childhood",Speech or language impairment,-,-,-,-
2021,Nevada,"Separate School, School Age",Speech or language impairment,1,0,0,1
2021,Nevada,Service Provider Location,Speech or language impairment,-,-,-,-
2021,Nevada,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Speech or language impairment,-,-,-,-
2021,Nevada,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Speech or language impairment,-,-,-,-
2021,Nevada,Services in Regular Early Childhood Program (attend at least 10 hours),Speech or language impairment,-,-,-,-
2021,Nevada,Services in Regular Early Childhood Program (attend less than 10 hours),Speech or language impairment,-,-,-,-
2021,Nevada,"Total, Early Childhood",Speech or language impairment,-,-,-,-
2021,Nevada,"Total, School Age",Speech or language impairment,7600,621,2,8223
2021,Nevada,Correctional Facilities,Traumatic brain injury,0,0,0,0
2021,Nevada,Home,Traumatic brain injury,-,-,-,-
2021,Nevada,Homebound/Hospital,Traumatic brain injury,1,2,1,4
2021,Nevada,Inside regular class 40% through 79% of the day,Traumatic brain injury,10,23,2,35
2021,Nevada,Inside regular class 80% or more of the day,Traumatic brain injury,26,46,3,75
2021,Nevada,Inside regular class less than 40% of the day,Traumatic brain injury,29,18,8,55
2021,Nevada,Parentally Placed in Private Schools,Traumatic brain injury,0,0,0,0
2021,Nevada,"Residential Facility, Early Childhood",Traumatic brain injury,-,-,-,-
2021,Nevada,"Residential Facility, School Age",Traumatic brain injury,0,0,0,0
2021,Nevada,Separate Class,Traumatic brain injury,-,-,-,-
2021,Nevada,"Separate School, Early Childhood",Traumatic brain injury,-,-,-,-
2021,Nevada,"Separate School, School Age",Traumatic brain injury,1,1,0,2
2021,Nevada,Service Provider Location,Traumatic brain injury,-,-,-,-
2021,Nevada,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Traumatic brain injury,-,-,-,-
2021,Nevada,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Traumatic brain injury,-,-,-,-
2021,Nevada,Services in Regular Early Childhood Program (attend at least 10 hours),Traumatic brain injury,-,-,-,-
2021,Nevada,Services in Regular Early Childhood Program (attend less than 10 hours),Traumatic brain injury,-,-,-,-
2021,Nevada,"Total, Early Childhood",Traumatic brain injury,-,-,-,-
2021,Nevada,"Total, School Age",Traumatic brain injury,67,90,14,171
2021,Nevada,Correctional Facilities,Visual impairment,0,0,0,0
2021,Nevada,Home,Visual impairment,-,-,-,-
2021,Nevada,Homebound/Hospital,Visual impairment,0,0,0,0
2021,Nevada,Inside regular class 40% through 79% of the day,Visual impairment,7,13,2,22
2021,Nevada,Inside regular class 80% or more of the day,Visual impairment,24,48,1,73
2021,Nevada,Inside regular class less than 40% of the day,Visual impairment,7,2,4,13
2021,Nevada,Parentally Placed in Private Schools,Visual impairment,0,0,0,0
2021,Nevada,"Residential Facility, Early Childhood",Visual impairment,-,-,-,-
2021,Nevada,"Residential Facility, School Age",Visual impairment,0,0,0,0
2021,Nevada,Separate Class,Visual impairment,-,-,-,-
2021,Nevada,"Separate School, Early Childhood",Visual impairment,-,-,-,-
2021,Nevada,"Separate School, School Age",Visual impairment,0,0,0,0
2021,Nevada,Service Provider Location,Visual impairment,-,-,-,-
2021,Nevada,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Visual impairment,-,-,-,-
2021,Nevada,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Visual impairment,-,-,-,-
