yearOfRegistration,Datasource,gender,ageBroad,majorityStatus,majorityStatusAtExploit,majorityEntry,citizenship,meansOfControlDebtBondage,meansOfControlTakesEarnings,meansOfControlRestrictsFinancialAccess,meansOfControlThreats,meansOfControlPsychologicalAbuse,meansOfControlPhysicalAbuse,meansOfControlSexualAbuse,meansOfControlFalsePromises,meansOfControlPsychoactiveSubstances,meansOfControlRestrictsMovement,meansOfControlRestrictsMedicalCare,meansOfControlExcessiveWorkingHours,meansOfControlUsesChildren,meansOfControlThreatOfLawEnforcement,meansOfControlWithholdsNecessities,meansOfControlWithholdsDocuments,meansOfControlOther,meansOfControlNotSpecified,meansOfControlConcatenated,isForcedLabour,isSexualExploit,isOtherExploit,isSexAndLabour,isForcedMarriage,isForcedMilitary,isOrganRemoval,isSlaveryAndPractices,typeOfExploitConcatenated,typeOfLabourAgriculture,typeOfLabourAquafarming,typeOfLabourBegging,typeOfLabourConstruction,typeOfLabourDomesticWork,typeOfLabourHospitality,typeOfLabourIllicitActivities,typeOfLabourManufacturing,typeOfLabourMiningOrDrilling,typeOfLabourPeddling,typeOfLabourTransportation,typeOfLabourOther,typeOfLabourNotSpecified,typeOfLabourConcatenated,typeOfSexProstitution,typeOfSexPornography,typeOfSexRemoteInteractiveServices,typeOfSexPrivateSexualServices,typeOfSexConcatenated,isAbduction,RecruiterRelationship,CountryOfExploitation,recruiterRelationIntimatePartner,recruiterRelationFriend,recruiterRelationFamily,recruiterRelationOther,recruiterRelationUnknown
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,Minor,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,Minor,-99,0,-99,-99,-99,-99,1,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,1,0,Psychological abuse;Restricts movement;Other,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,0,Psychoactive substances,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,1,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,0,Psychological abuse;Psychoactive substances,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Intimate Partner,US,1,0,0,0,0
2018,Hotline,Female,24--26,Adult,Minor,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,1,0,Psychoactive substances;Other,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,Takes earnings,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,1,-99,1,-99,-99,1,1,-99,-99,-99,-99,1,-99,-99,0,Threats;Physical abuse;Psychoactive substances;Restricts movement;Withholds necessities,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,Physical abuse,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,1,-99,1,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,0,Threats;Physical abuse;Psychoactive substances,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,0,Restricts movement,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,1,0,Restricts movement;Other,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,Adult,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,1,1,-99,-99,-99,1,1,-99,-99,-99,-99,-99,-99,1,0,Threats;Psychological abuse;Psychoactive substances;Restricts movement;Other,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,0,Restricts movement,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,Minor,-99,0,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,Physical abuse,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,Debt bondage,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,1,-99,1,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,1,0,Threats;Physical abuse;Restricts movement;Other,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,1,-99,1,-99,1,-99,-99,1,-99,-99,-99,-99,1,-99,-99,-99,0,Takes earnings;Threats;Physical abuse;Psychoactive substances;Threat of law enforcement,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Other,US,0,0,0,1,0
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,1,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,0,Threats;Psychoactive substances,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,1,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,1,0,Threats;Restricts movement;Other,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,1,-99,-99,-99,-99,-99,1,-99,-99,-99,1,-99,1,1,0,Threats;Restricts movement;Threat of law enforcement;Withholds documents;Other,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,Minor,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,1,1,1,1,-99,1,1,-99,-99,-99,-99,-99,-99,-99,0,Threats;Psychological abuse;Physical abuse;Sexual abuse;Psychoactive substances;Restricts movement,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,-99,-99,-99,-99,-99,0,Restricts movement;Excessive working hours,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,Adult,-99,0,-99,-99,-99,-99,-99,-99,1,-99,1,-99,-99,-99,-99,-99,-99,-99,1,0,Sexual abuse;Psychoactive substances;Other,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Friend/Acquaintance,US,0,1,0,0,0
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,-99,-99,-99,-99,-99,0,Restricts movement;Excessive working hours,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,Physical abuse;Other,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,1,-99,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,Threats;Physical abuse;Sexual abuse,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,1,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,0,Threats;Restricts movement,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,Minor,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,1,0,Restricts movement;Other,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
2018,Hotline,Female,24--26,Adult,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,Not specified,0,1,0,0,-99,-99,-99,-99,Sexual exploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,Not Specified,US,-99,-99,-99,-99,1
