id,State,City,Forecast Number,Date,Main Condition,Condition Description,Icon,Low Temperature,High Temperature,Humidity Percentage,Wind MPH,Wind Direction,Rain Inches,Snow Inches,Pressure,Cloud Percent,UTC Timestamp,Timezone Offset
304,Virginia,Baltimore/Washington,4,Sat 6/17,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,58.62,82.2,25,15,NW,0,0,1008,2,1687021200,-14400
305,Virginia,Baltimore/Washington,5,Sun 6/18,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,55.26,85.42,22,8,NE,0,0,1012,1,1687107600,-14400
306,Virginia,Blacksburg/Roanoke,1,Wed 6/14,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,48.43,69.46,54,16,SW,0.34,0,1005,59,1686762000,-14400
307,Virginia,Blacksburg/Roanoke,2,Thu 6/15,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,53.87,79.03,45,11,W,0,0,1008,56,1686848400,-14400
308,Virginia,Blacksburg/Roanoke,3,Fri 6/16,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,52.79,77.92,55,14,W,0.76,0,1008,24,1686934800,-14400
309,Virginia,Blacksburg/Roanoke,4,Sat 6/17,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,50.5,76.64,28,10,NW,0,0,1011,11,1687021200,-14400
310,Virginia,Blacksburg/Roanoke,5,Sun 6/18,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,51.22,82.13,29,7,SE,0,0,1011,0,1687107600,-14400
311,Virginia,Wakefield,1,Wed 6/14,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,63.03,86.09,27,16,SW,0,0,1004,2,1686762000,-14400
312,Virginia,Wakefield,2,Thu 6/15,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,62.38,84.47,36,8,E,0,0,1007,14,1686848400,-14400
313,Virginia,Wakefield,3,Fri 6/16,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,64.09,88.16,30,16,SW,1.38,0,1005,11,1686934800,-14400
314,Virginia,Wakefield,4,Sat 6/17,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,59.32,84.61,33,7,NW,0,0,1009,0,1687021200,-14400
315,Virginia,Wakefield,5,Sun 6/18,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,60.13,88.36,28,11,E,0,0,1011,0,1687107600,-14400
316,West Virginia,Charleston,1,Wed 6/14,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,59.34,72.88,54,14,SW,3.23,0,1005,93,1686762000,-14400
317,West Virginia,Charleston,2,Thu 6/15,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,56.16,81.61,38,6,W,0,0,1008,14,1686848400,-14400
318,West Virginia,Charleston,3,Fri 6/16,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,58.15,80.78,49,11,NW,7.15,0,1009,78,1686934800,-14400
319,West Virginia,Charleston,4,Sat 6/17,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,53.65,80.8,33,7,NW,0,0,1012,1,1687021200,-14400
320,West Virginia,Charleston,5,Sun 6/18,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,54.18,85.98,28,7,NE,0,0,1010,4,1687107600,-14400
321,Guam,Guam,1,Wed 6/14,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,80.76,84.38,77,16,NE,0.14,0,1012,4,1686708000,36000
322,Guam,Guam,2,Thu 6/15,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,81,84.4,76,16,NE,0.91,0,1010,40,1686794400,36000
323,Guam,Guam,3,Fri 6/16,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,80.51,83.91,78,16,NE,4.44,0,1011,91,1686880800,36000
324,Guam,Guam,4,Sat 6/17,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,80.94,83.98,77,14,NE,3.24,0,1011,95,1686967200,36000
325,Guam,Guam,5,Sun 6/18,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,80.8,83.59,74,13,E,3.03,0,1009,100,1687053600,36000
326,Hawaii,Honolulu,1,Wed 6/14,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,73.17,77.22,73,17,NE,2.13,0,1018,17,1686780000,-36000
327,Hawaii,Honolulu,2,Thu 6/15,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,74.35,77.49,72,18,NE,1.74,0,1017,21,1686866400,-36000
328,Hawaii,Honolulu,3,Fri 6/16,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,74.19,77.31,70,18,NE,1.32,0,1016,12,1686952800,-36000
329,Hawaii,Honolulu,4,Sat 6/17,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,73.53,77.65,64,18,NE,0.2,0,1016,5,1687039200,-36000
330,Hawaii,Honolulu,5,Sun 6/18,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,74.08,77.09,69,19,NE,2.39,0,1016,10,1687125600,-36000
331,Alabama,Birmingham,1,Wed 6/14,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,65.79,79.92,90,14,S,39.73,0,1011,100,1686762000,-18000
332,Alabama,Birmingham,2,Thu 6/15,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,63.97,81.28,90,10,W,18.56,0,1009,91,1686848400,-18000
333,Alabama,Birmingham,3,Fri 6/16,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,65.91,90.81,45,15,SW,2.27,0,1013,78,1686934800,-18000
334,Alabama,Birmingham,4,Sat 6/17,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,66.81,89.8,54,9,SW,7.52,0,1010,71,1687021200,-18000
335,Alabama,Birmingham,5,Sun 6/18,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,67.91,74.59,93,14,SW,16.76,0,1012,97,1687107600,-18000
336,Alabama,Huntsville,1,Wed 6/14,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,62.13,79.3,65,15,SW,6.29,0,1008,97,1686762000,-18000
337,Alabama,Huntsville,2,Thu 6/15,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,61.38,80.11,69,5,W,5.92,0,1009,97,1686848400,-18000
338,Alabama,Huntsville,3,Fri 6/16,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,64.98,87.64,50,8,SW,0.17,0,1012,66,1686934800,-18000
339,Alabama,Huntsville,4,Sat 6/17,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,66.88,84.69,60,5,SE,7.59,0,1010,70,1687021200,-18000
340,Alabama,Huntsville,5,Sun 6/18,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,69.01,85.39,65,13,SW,9.22,0,1008,97,1687107600,-18000
341,Alabama,Mobile/Pensacola,1,Wed 6/14,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,70.07,92.19,59,14,SW,6.3,0,1011,39,1686762000,-18000
342,Alabama,Mobile/Pensacola,2,Thu 6/15,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,67.55,94.96,47,17,SW,10.66,0,1010,25,1686848400,-18000
343,Alabama,Mobile/Pensacola,3,Fri 6/16,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,71.53,95.32,48,12,SW,0.13,0,1013,82,1686934800,-18000
344,Alabama,Mobile/Pensacola,4,Sat 6/17,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,76.78,94.33,47,13,S,3.63,0,1011,32,1687021200,-18000
345,Alabama,Mobile/Pensacola,5,Sun 6/18,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,76.73,95.7,46,15,S,0.81,0,1010,71,1687107600,-18000
346,Arkansas,Little Rock,1,Wed 6/14,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,67.41,90.64,53,8,NE,17.01,0,1007,57,1686765600,-18000
347,Arkansas,Little Rock,2,Thu 6/15,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,65.32,91.51,46,6,NW,4.35,0,1008,41,1686852000,-18000
348,Arkansas,Little Rock,3,Fri 6/16,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,69.21,88.7,57,13,S,4.88,0,1010,99,1686938400,-18000
349,Arkansas,Little Rock,4,Sat 6/17,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,70.16,93.74,58,7,E,3.19,0,1009,46,1687024800,-18000
350,Arkansas,Little Rock,5,Sun 6/18,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,69.94,88.56,47,8,SW,14.09,0,1007,34,1687111200,-18000
351,Florida,Jacksonville,1,Wed 6/14,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,74.21,93.13,49,11,SW,0,0,1013,78,1686762000,-14400
352,Florida,Jacksonville,2,Thu 6/15,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,68.65,95.79,41,14,SW,11.84,0,1011,93,1686848400,-14400
353,Florida,Jacksonville,3,Fri 6/16,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,69.17,96.53,37,14,W,1.53,0,1011,4,1686934800,-14400
354,Florida,Jacksonville,4,Sat 6/17,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,70.05,93.81,40,16,SW,17.4,0,1012,7,1687021200,-14400
355,Florida,Jacksonville,5,Sun 6/18,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,72.72,94.42,43,10,SW,26.76,0,1011,61,1687107600,-14400
356,Florida,Key West,1,Wed 6/14,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,83.35,84.24,75,13,SE,0,0,1015,0,1686762000,-14400
357,Florida,Key West,2,Thu 6/15,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,83.08,83.95,77,13,SE,0,0,1015,87,1686848400,-14400
358,Florida,Key West,3,Fri 6/16,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,83.52,84.97,72,11,SE,0,0,1016,57,1686934800,-14400
359,Florida,Key West,4,Sat 6/17,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,83.52,84.9,72,10,S,2.37,0,1016,41,1687021200,-14400
360,Florida,Key West,5,Sun 6/18,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,83.68,84.65,69,9,E,0.68,0,1015,73,1687107600,-14400
361,Florida,Melbourne,1,Wed 6/14,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,76.37,91.74,55,10,S,0.68,0,1014,25,1686762000,-14400
362,Florida,Melbourne,2,Thu 6/15,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,75.74,93.61,50,13,SW,0,0,1013,75,1686848400,-14400
363,Florida,Melbourne,3,Fri 6/16,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,77.63,94.73,49,16,SW,0.84,0,1013,31,1686934800,-14400
364,Florida,Melbourne,4,Sat 6/17,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,72.97,91.65,52,13,N,47.69,0,1013,61,1687021200,-14400
365,Florida,Melbourne,5,Sun 6/18,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,73.31,89.44,56,12,SW,7.21,0,1014,100,1687107600,-14400
366,Florida,Miami,1,Wed 6/14,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,81.59,91.74,53,15,SE,5,0,1015,2,1686762000,-14400
367,Florida,Miami,2,Thu 6/15,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,81.16,92.03,49,14,SE,0,0,1015,100,1686848400,-14400
368,Florida,Miami,3,Fri 6/16,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,81.16,94.93,47,15,SW,0,0,1015,100,1686934800,-14400
369,Florida,Miami,4,Sat 6/17,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,81.64,95.38,42,15,SW,0.28,0,1014,44,1687021200,-14400
370,Florida,Miami,5,Sun 6/18,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,81.19,93,45,10,SW,10.57,0,1014,94,1687107600,-14400
371,Florida,Tallahassee,1,Wed 6/14,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,72.81,93.67,48,13,SW,0,0,1012,100,1686762000,-14400
372,Florida,Tallahassee,2,Thu 6/15,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,67.5,94.62,44,15,SW,15.48,0,1011,93,1686848400,-14400
373,Florida,Tallahassee,3,Fri 6/16,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,67.87,94.71,44,16,W,19.39,0,1013,39,1686934800,-14400
374,Florida,Tallahassee,4,Sat 6/17,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,67.68,82.9,92,9,W,38.93,0,1014,100,1687021200,-14400
375,Florida,Tallahassee,5,Sun 6/18,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,67.89,84.72,81,16,NW,42.16,0,1012,85,1687107600,-14400
376,Florida,Tampa,1,Wed 6/14,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,79.83,87.84,61,15,SW,0,0,1015,20,1686762000,-14400
377,Florida,Tampa,2,Thu 6/15,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,81.55,87.93,57,15,SW,0.35,0,1014,84,1686848400,-14400
378,Florida,Tampa,3,Fri 6/16,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,81.63,87.76,61,17,SW,0,0,1015,22,1686934800,-14400
379,Florida,Tampa,4,Sat 6/17,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,81.66,87.75,64,17,SW,0.39,0,1015,65,1687021200,-14400
380,Florida,Tampa,5,Sun 6/18,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,80.71,87.01,65,16,SW,6.76,0,1014,96,1687107600,-14400
381,Georgia,Peachtree City/Atlanta,1,Wed 6/14,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,65.32,82.53,80,13,SW,12.62,0,1011,100,1686762000,-14400
382,Georgia,Peachtree City/Atlanta,2,Thu 6/15,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,61.83,80.04,74,11,SW,27.95,0,1010,65,1686848400,-14400
383,Georgia,Peachtree City/Atlanta,3,Fri 6/16,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,64.08,89.58,36,9,W,1.08,0,1012,40,1686934800,-14400
384,Georgia,Peachtree City/Atlanta,4,Sat 6/17,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,65.91,86.7,50,7,SW,8.87,0,1011,81,1687021200,-14400
385,Georgia,Peachtree City/Atlanta,5,Sun 6/18,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,66.4,81.95,82,8,SW,3.4,0,1010,93,1687107600,-14400
386,Louisiana,Lake Charles,1,Wed 6/14,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,76.91,93.85,46,15,S,0,0,1009,17,1686765600,-18000
387,Louisiana,Lake Charles,2,Thu 6/15,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,76.95,94.86,45,16,S,0,0,1009,28,1686852000,-18000
388,Louisiana,Lake Charles,3,Fri 6/16,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,75.85,95.45,47,16,S,0,0,1011,14,1686938400,-18000
389,Louisiana,Lake Charles,4,Sat 6/17,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,76.95,95.13,49,16,S,0,0,1011,29,1687024800,-18000
390,Louisiana,Lake Charles,5,Sun 6/18,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,77.18,96.49,46,18,S,0,0,1010,75,1687111200,-18000
391,Louisiana,New Orleans/Baton Rouge,1,Wed 6/14,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,79.77,94.05,59,16,S,0.65,0,1011,80,1686762000,-18000
392,Louisiana,New Orleans/Baton Rouge,2,Thu 6/15,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,78.64,94.08,52,14,SW,0.17,0,1010,27,1686848400,-18000
393,Louisiana,New Orleans/Baton Rouge,3,Fri 6/16,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,77.99,95.04,56,14,SW,0,0,1013,74,1686934800,-18000
394,Louisiana,New Orleans/Baton Rouge,4,Sat 6/17,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,80.13,95.05,51,15,SW,0,0,1012,1,1687024800,-18000
395,Louisiana,New Orleans/Baton Rouge,5,Sun 6/18,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,79.97,95.88,50,17,SW,0,0,1010,55,1687111200,-18000
396,Louisiana,Shreveport,1,Wed 6/14,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,75.25,96.1,53,8,SW,1.7,0,1007,57,1686765600,-18000
397,Louisiana,Shreveport,2,Thu 6/15,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,71.67,96.66,45,6,S,0.78,0,1008,0,1686852000,-18000
398,Louisiana,Shreveport,3,Fri 6/16,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,76.48,100.76,39,11,S,0,0,1009,62,1686938400,-18000
399,Louisiana,Shreveport,4,Sat 6/17,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,75.34,100.49,47,9,SW,0.4,0,1009,63,1687024800,-18000
400,Louisiana,Shreveport,5,Sun 6/18,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,79.27,101.39,39,12,SW,0,0,1007,4,1687111200,-18000
401,Mississippi,Jackson,1,Wed 6/14,Rain,very heavy rain,http://openweathermap.org/img/wn/10d@2x.png,65.91,95.97,49,17,NW,45.33,0,1008,45,1686765600,-18000
402,Mississippi,Jackson,2,Thu 6/15,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,66.7,92.05,79,12,SW,9.94,0,1009,44,1686852000,-18000
403,Mississippi,Jackson,3,Fri 6/16,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,70.97,86.02,81,10,E,8.82,0,1013,100,1686938400,-18000
404,Mississippi,Jackson,4,Sat 6/17,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,71.28,96.04,48,11,W,1.18,0,1010,5,1687024800,-18000
405,Mississippi,Jackson,5,Sun 6/18,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,73.94,96.8,52,11,SW,11.82,0,1008,68,1687111200,-18000
406,New Mexico,Albuquerque,1,Wed 6/14,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,56.14,85.8,16,13,SW,0,0,1008,0,1686769200,-21600
407,New Mexico,Albuquerque,2,Thu 6/15,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,61.93,84.54,12,19,SW,0,0,1007,2,1686855600,-21600
408,New Mexico,Albuquerque,3,Fri 6/16,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,62.4,87.22,15,27,SW,0,0,1011,33,1686942000,-21600
409,New Mexico,Albuquerque,4,Sat 6/17,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,63.14,87.03,9,19,W,0,0,1012,1,1687028400,-21600
410,New Mexico,Albuquerque,5,Sun 6/18,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,63.43,90.21,9,21,SW,0,0,1012,34,1687114800,-21600
411,Oklahoma,Norman/Oklahoma City,1,Wed 6/14,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,67.89,86.85,55,9,W,0.13,0,1007,0,1686765600,-18000
412,Oklahoma,Norman/Oklahoma City,2,Thu 6/15,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,66.38,91.02,41,12,E,1.26,0,1007,0,1686852000,-18000
413,Oklahoma,Norman/Oklahoma City,3,Fri 6/16,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,67.41,88.88,57,14,SE,1.02,0,1007,11,1686938400,-18000
414,Oklahoma,Norman/Oklahoma City,4,Sat 6/17,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,68.79,88.83,52,10,NE,2.06,0,1009,58,1687024800,-18000
415,Oklahoma,Norman/Oklahoma City,5,Sun 6/18,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,64.02,87.04,51,11,N,6.96,0,1009,0,1687111200,-18000
416,Oklahoma,Tulsa,1,Wed 6/14,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,65.68,86.4,59,8,NE,7.95,0,1006,58,1686765600,-18000
417,Oklahoma,Tulsa,2,Thu 6/15,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,64.33,87.46,57,7,NE,0.81,0,1008,0,1686852000,-18000
418,Oklahoma,Tulsa,3,Fri 6/16,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,65.44,80.98,74,15,N,9.55,0,1009,96,1686938400,-18000
419,Oklahoma,Tulsa,4,Sat 6/17,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,66.56,88.25,54,16,N,9.32,0,1010,67,1687024800,-18000
420,Oklahoma,Tulsa,5,Sun 6/18,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,63.52,84.29,57,9,NW,2.52,0,1009,0,1687111200,-18000
421,Puerto Rico,San Juan,1,Wed 6/14,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,79.23,88.23,65,15,E,0.8,0,1016,42,1686758400,-14400
422,Puerto Rico,San Juan,2,Thu 6/15,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,78.64,88.18,65,17,E,0.39,0,1017,43,1686844800,-14400
423,Puerto Rico,San Juan,3,Fri 6/16,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,78.67,87.57,66,17,E,0,0,1017,100,1686931200,-14400
424,Puerto Rico,San Juan,4,Sat 6/17,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,78.6,86.68,65,17,E,0.53,0,1018,100,1687017600,-14400
425,Puerto Rico,San Juan,5,Sun 6/18,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,77.99,88.16,51,15,E,0.3,0,1016,87,1687104000,-14400
426,Tennessee,Memphis,1,Wed 6/14,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,68.05,82.4,82,9,S,5.09,0,1008,95,1686762000,-18000
427,Tennessee,Memphis,2,Thu 6/15,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,65.7,85.6,62,6,S,4.9,0,1008,54,1686848400,-18000
428,Tennessee,Memphis,3,Fri 6/16,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,69.04,89.22,54,10,S,0.26,0,1011,99,1686938400,-18000
429,Tennessee,Memphis,4,Sat 6/17,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,68.9,88.25,60,6,N,10.27,0,1009,20,1687024800,-18000
430,Tennessee,Memphis,5,Sun 6/18,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,68.16,85.82,59,14,SW,19.46,0,1007,76,1687111200,-18000
431,Tennessee,Morristown/Knoxville,1,Wed 6/14,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,54.48,82.65,42,15,SW,1.78,0,1007,1,1686762000,-14400
432,Tennessee,Morristown/Knoxville,2,Thu 6/15,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,54.59,80.53,54,7,SW,0.31,0,1009,89,1686848400,-14400
433,Tennessee,Morristown/Knoxville,3,Fri 6/16,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,58.87,82.26,43,10,W,0,0,1010,7,1686934800,-14400
434,Tennessee,Morristown/Knoxville,4,Sat 6/17,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,57.11,81.46,49,7,NE,0,0,1012,100,1687021200,-14400
435,Tennessee,Morristown/Knoxville,5,Sun 6/18,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,56.84,83.95,48,7,NE,6.9,0,1009,39,1687107600,-14400
436,Tennessee,Nashville,1,Wed 6/14,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,62.31,81.09,45,11,SW,2.64,0,1007,27,1686762000,-18000
437,Tennessee,Nashville,2,Thu 6/15,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,61.45,87.64,44,8,NW,0,0,1009,42,1686848400,-18000
438,Tennessee,Nashville,3,Fri 6/16,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,67.24,89.69,37,10,NW,0,0,1011,16,1686934800,-18000
439,Tennessee,Nashville,4,Sat 6/17,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,67.26,85.33,50,6,NE,5.37,0,1010,84,1687021200,-18000
440,Tennessee,Nashville,5,Sun 6/18,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,66.07,80.69,74,8,S,8.79,0,1007,100,1687107600,-18000
441,Texas,Amarillo,1,Wed 6/14,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,57.94,82.27,33,11,W,0.52,0,1009,0,1686765600,-18000
442,Texas,Amarillo,2,Thu 6/15,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,63.1,92.17,22,19,SW,0,0,1005,30,1686852000,-18000
443,Texas,Amarillo,3,Fri 6/16,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,61.68,88.66,33,13,NW,0,0,1010,0,1686938400,-18000
444,Texas,Amarillo,4,Sat 6/17,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,65.34,93.38,30,25,SW,0,0,1009,99,1687024800,-18000
445,Texas,Amarillo,5,Sun 6/18,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,62.53,90.32,26,16,SE,0,0,1011,49,1687111200,-18000
446,Texas,Austin/San Antonio,1,Wed 6/14,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,77.22,99.03,49,15,SE,0,0,1007,94,1686765600,-18000
447,Texas,Austin/San Antonio,2,Thu 6/15,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,75.7,101.97,40,14,E,0,0,1007,73,1686852000,-18000
448,Texas,Austin/San Antonio,3,Fri 6/16,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,73.22,104.79,38,16,SE,0,0,1009,5,1686938400,-18000
449,Texas,Austin/San Antonio,4,Sat 6/17,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,76.01,103.53,36,15,S,0,0,1010,77,1687024800,-18000
450,Texas,Austin/San Antonio,5,Sun 6/18,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,74.41,106.92,29,16,S,0,0,1007,2,1687111200,-18000
451,Texas,Brownsville,1,Wed 6/14,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,80.42,96.06,45,25,SE,0,0,1007,76,1686765600,-18000
452,Texas,Brownsville,2,Thu 6/15,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,80.42,96.84,44,22,SE,0,0,1007,4,1686852000,-18000
453,Texas,Brownsville,3,Fri 6/16,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,79.81,97.84,42,20,SE,0,0,1009,7,1686938400,-18000
454,Texas,Brownsville,4,Sat 6/17,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,80.46,98.17,45,20,SE,0,0,1010,64,1687024800,-18000
455,Texas,Brownsville,5,Sun 6/18,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,80.92,98.08,39,24,SE,0,0,1009,4,1687111200,-18000
